#NSGA2
popsize 200
maxGen 200
numVar 4
numObj 2
numCons 0
stateFieldNames	currentGen	evaluateCount	totalTime	firstFrontCount	frontCount	avgEvalTime	
#end


#Generation 1 / 200
currentGen	1
evaluateCount	200
totalTime	16.1754
firstFrontCount	5
frontCount	23
avgEvalTime	0.302122
#end
Var1	Var2	Var3	Var4	Obj1	Obj2	
 4.715703848294	 1.310878701583	 0.000000000000	22.765299750791	567035	0.34226	
 4.534540686992	 1.298935676708	 0.000000000000	21.929142384598	353248	0.991633	
 4.998554077497	 1.329525358545	 0.000000000000	24.070793102630	680932	0.663976	
 0.030067286502	 1.001982159883	 0.000000000000	 1.138775360894	382073	2.95702	
 4.148321102437	 1.273474484310	 0.000000000000	20.146548460572	232078	0.804257	
 0.871224362218	 1.057434713296	 0.000000000000	 5.021130249885	423300	3.06571	
 5.611215442768	 1.369914529679	 0.000000000000	26.898527559631	119702	2.04263	
 0.868522860338	 1.057256619118	 0.000000000000	 5.008661485921	419640	3.10716	
 0.155109591063	 1.010225465768	 0.000000000000	 1.715907286022	337384	3.12356	
 1.906825550515	 1.125705826820	 0.000000000000	 9.800940647373	434920	2.43842	
 3.264497459364	 1.215209174311	 0.000000000000	16.067266313693	493961	1.24697	
 5.156229555195	 1.339919978173	 0.000000000000	24.798543221349	1.71592e+06	1.57476	
 2.132554613025	 1.140586820224	 0.000000000000	10.842791634216	348465	1.78415	
 0.735521536429	 1.048488621760	 0.000000000000	 4.394794759922	368679	2.60438	
 5.753307564241	 1.379281830012	 0.000000000000	27.554352801332	3.30943e+06	1.21341	
 4.471469059667	 1.294777734174	 0.000000000000	21.638035708126	465097	0.968029	
 0.703517168914	 1.046378761485	 0.000000000000	 4.247078814500	405795	3.04865	
 2.314469486483	 1.152579401073	 0.000000000000	11.682418522867	422704	3.44672	
 4.165821923782	 1.274628210836	 0.000000000000	20.227323385102	306884	1.05068	
 0.767898005167	 1.050623012486	 0.000000000000	 4.544228136068	355859	2.88194	
 1.497825551668	 1.098742855294	 0.000000000000	 7.913203872684	418594	2.27948	
 4.294958610591	 1.283141435333	 0.000000000000	20.823352904267	427954	2.92128	
 5.523405898063	 1.364125761316	 0.000000000000	26.493243190011	486808	1.21259	
 6.134594432647	 1.404417837360	 0.000000000000	29.314179806773	6.54542e+06	1.22035	
 3.203992429050	 1.211220432467	 0.000000000000	15.788005748655	460312	1.60293	
 2.739602341349	 1.180605917193	 0.000000000000	13.644616387224	406824	3.37939	
 1.368963559043	 1.090247739773	 0.000000000000	 7.318442202698	426030	2.44517	
 4.047402229748	 1.266821494828	 0.000000000000	19.680758074819	249916	1.20978	
 0.060507172638	 1.003988883075	 0.000000000000	 1.279270452919	398161	2.90399	
 0.512449222392	 1.033782772203	 0.000000000000	 3.365205977993	386828	2.91952	
 0.318586940501	 1.021002568777	 0.000000000000	 2.470435905172	384234	2.99374	
 2.145323698639	 1.141428611160	 0.000000000000	10.901727263945	355251	1.81656	
 3.310284619078	 1.218227653253	 0.000000000000	16.278596644851	431562	1.61029	
 2.364818067489	 1.155898587772	 0.000000000000	11.914802063663	417324	3.23092	
 2.362810357977	 1.155766231257	 0.000000000000	11.905535493764	417652	3.24607	
 5.480596666871	 1.361303599740	 0.000000000000	26.295657468140	1.89527e+06	1.49295	
 5.509762594952	 1.363226338347	 0.000000000000	26.430272615234	447464	1.20145	
 4.511510858760	 1.297417455181	 0.000000000000	21.822848365550	341476	3.77994	
 3.004484097287	 1.198068018081	 0.000000000000	14.867176370201	471933	1.35267	
 0.075390118523	 1.004970028423	 0.000000000000	 1.347962590671	418534	2.96495	
 2.622592654998	 1.172892154723	 0.000000000000	13.104558958023	431498	2.6283	
 5.470627323442	 1.360646379388	 0.000000000000	26.249644029841	184647	1.33341	
 1.655750200543	 1.109153901316	 0.000000000000	 8.642104039314	416770	2.01129	
 4.674544458257	 1.308165304358	 0.000000000000	22.575328859797	351527	1.74061	
 0.428392709395	 1.028241419213	 0.000000000000	 2.977243701256	421337	3.00285	
 5.536219244577	 1.364970470114	 0.000000000000	26.552383105634	458504	1.21527	
 2.089192828464	 1.137728232044	 0.000000000000	10.642655605945	327386	1.86749	
 5.247868000139	 1.345961163475	 0.000000000000	25.221499854560	475625	0.545516	
 3.648088098441	 1.240497055750	 0.000000000000	17.837726357344	337938	1.32842	
 0.084830885315	 1.005592402816	 0.000000000000	 1.391536387019	382976	2.96674	
 2.016694630503	 1.132948850986	 0.000000000000	10.308040655390	320567	2.61577	
 1.602765214482	 1.105660911891	 0.000000000000	 8.397552188516	337184	3.37338	
 4.159715651361	 1.274225660103	 0.000000000000	20.199139925353	277001	0.854591	
 4.163543394782	 1.274478000780	 0.000000000000	20.216806849658	295309	0.961164	
 1.276248183426	 1.084135558747	 0.000000000000	 6.890515003123	433470	2.2332	
 1.873413561226	 1.123503170296	 0.000000000000	 9.646727833011	419675	1.94259	
 2.775739574052	 1.182988233034	 0.000000000000	13.811407544440	368631	3.46536	
 5.962707914548	 1.393086367173	 0.000000000000	28.520838725591	2.92526e+06	0.522883	
 3.948738560732	 1.260317177698	 0.000000000000	19.225376566623	349207	2.59512	
 1.158618300850	 1.076380910376	 0.000000000000	 6.347595062374	433336	2.47494	
 0.685616653084	 1.045198685446	 0.000000000000	 4.164459102730	342074	2.79336	
 4.895588554505	 1.322737445410	 0.000000000000	23.595556416014	682584	0.833317	
